workflow_id,ecr_id,agent_name,agent_key,status,action,input,output,reasoning,confidence,execution_time,error,created_at
WF-55a0d7652aac,ECR-2026-012,Retrieval Agent,retrieval_agent,COMPLETED,Understanding the ECR and gathering its evidence,{},"{""sources"": {""requirements"": 10, ""defects"": 10, ""comments"": 3, ""evidence"": 3}, ""reasoned_by"": ""llm""}","Retrieved 10 requirements, 10 defects, 3 comments, 3 evidence for ECR-2026-012, searching with 10 LLM-planned term(s).",0.879,5.817,,2026-09-16T09:49:54.983045
WF-55a0d7652aac,ECR-2026-012,Correlation Agent,assess_impact,COMPLETED,Scoring risk and identifying impacted components,{},"{""risk_score"": 69, ""risk_level"": ""HIGH""}","Risk score 69/100 (HIGH). Business Criticality: Most critical directly impacted component is rated CRITICAL; 10 linked requirement(s); strongest downstream exposure 0.78 after coupling discount. Historical Risk: 10 similar historical defect(s), 2 of them critical. Dependency Impact: 3 component(s) sit downstream of the change (dependency risk index 1.00).",0.9,0.006,,2026-09-16T09:49:55.010491
WF-55a0d7652aac,ECR-2026-012,Correlation Agent,select_tests,COMPLETED,"Selecting regression tests, linking evidence and analysing related defects",{},"{""selected_tests"": 44, ""total_available"": 68, ""reduction_percentage"": 35.3, ""defects_analysed"": 10, ""defects_likely_to_return"": 5, ""contradictions"": 2, ""gaps"": 4, ""reasoned_by"": ""llm""}","Discovered 67 unique candidate test(s) out of 68 rail test(s): 47 via requirement traceability, 68 via component coverage and 30 via semantic search. Scored 67 candidate(s) against the impact model and selected 44 test(s) out of a 68-test regression suite (35.3% reduction). Estimated execution 208 minutes versus 316 minutes for the full suite. Ordered 44 test(s): 11 P0, 19 P1, 14 P2, 0 P3. P0 and P1 complete in about 146 minutes, the whole selection in 208 minutes. Correlated 83 artefact(s) and 168 typed link(s) for ECR-2026-012 across 6 source(s). 4 artefact(s) are corroborated by more than one source. Analysed 10 related defect(s): 5 could come back with this change, 0 not covered by the recommended tests. The LLM review of the correlated bundle found 4 key link(s), 2 contradiction(s) and 4 gap(s).",0.932,8.104,,2026-09-16T09:50:03.136551
WF-55a0d7652aac,ECR-2026-012,Correlation Agent,correlation_agent,COMPLETED,Assessing impact and selecting regression tests,{},"{""risk_score"": 69, ""risk_level"": ""HIGH"", ""selected_tests"": 44, ""contradictions"": 2, ""gaps"": 4, ""reasoned_by"": ""llm""}",Risk 69/100 (HIGH); selected 44 of 68 tests. LLM review found 2 contradiction(s) and 4 gap(s).,0.916,8.141,,2026-09-16T09:50:03.145263
WF-55a0d7652aac,ECR-2026-012,Summarization Agent,summarize,COMPLETED,"Writing the answer, the defect summary and the report",{},"{""citations"": [""BUG-403"", ""CMT-2010"", ""EV-4001"", ""EV-4010"", ""EV-4011"", ""L2R1234"", ""L2R1644"", ""L2R1866"", ""L2R367"", ""L2R412"", ""L2R508"", ""L2R615""]}","ECR-2026-012 (Depart Test key availability in additional onboard states) is a backend change in the Onboard domain, scored 69/100 (HIGH). It touches L2R367 (Depart Test key availability on Menu 1), L2R615 (Onboard segment state transitions), L2R508 (Penalty brake cut out switch handling). History is relevant here: PTC-4101 (Depart Test key missing while onboard is in CUT OUT state), PTC-4455 (Menu 1 soft keys reordered after a display reset), PTC-4188 (Brake pipe pressure prompt shown with a valid feed valve status). Open concern: This is the exact scenario of PTC-4101: the key availability check enumerated ACTIVE and DISENGAGED only. Adding CUT OUT must be covered for all three states plus the negative cases for parking function and cut out switch. To resolve: Reviewer concerns about PTC-4101 coverage conflict with passing test evidence; verify TC-5003 fully exercises CUT OUT state availability logic. Recommended regression: 44 of 68 tests (35.3% reduction), 11 P0 and 19 P1. Evidence is missing for: L2R1644, L2R1866, L2R412, L2R508. Assembled 16 report sections with overall confidence 90% (HIGH CONFIDENCE).",0.924,7.38,,2026-09-16T09:50:10.538760
WF-55a0d7652aac,ECR-2026-012,Summarization Agent,summarization_agent,COMPLETED,Answering the question and publishing the report,{},"{""citations"": [""BUG-403"", ""CMT-2010"", ""EV-4001"", ""EV-4010"", ""EV-4011"", ""L2R1234"", ""L2R1644"", ""L2R1866"", ""L2R367"", ""L2R412"", ""L2R508"", ""L2R615""]}","ECR-2026-012 makes a backend change to offer the Depart Test key in the CUT OUT state in addition to ACTIVE and DISENGAGED, while keeping parking function, penalty brake cut out switch, and air brake cut-in preconditions unchanged (L2R367, L2R615). This is a high-risk change (score 69) that directly fixes the critical defect PTC-4101, which previously omitted CUT OUT from the availability check. Y",0.898,7.393,,2026-09-16T09:50:10.551733
WF-b58f8288c9b9,ECR-2026-001,Retrieval Agent,understand_ecr,COMPLETED,Understanding the ECR and planning the investigation,{},"{""change_type"": ""BACKEND_CHANGE"", ""investigations"": [""requirements"", ""code_impact"", ""historical_defects"", ""dependencies"", ""collaboration_retrieval""], ""skipped"": [], ""search_terms"": [""payment validation"", ""currency support"", ""currency rejection"", ""unsupported currency"", ""currency code validation"", ""payment processing flow"", ""funds reservation"", ""transaction settlement"", ""currency conversion"", ""merchant currencies""], ""reasoned_by"": ""llm""}","Classified as BACKEND_CHANGE (confidence 97%) from 1 signal groups. Extracted 12 technical keywords, 1 affected feature(s) and 3 risk indicator(s). The LLM planned the search with 10 term(s) (payment validation, currency support, currency rejection, unsupported currency) and flagged 5 behaviour(s) at risk. It asked for the dependency walk. Backend change with 3 risk indicator(s) detected. Gathering all evidence.",0.96,4.736,,2026-09-17T06:04:56.220977
WF-b58f8288c9b9,ECR-2026-001,Retrieval Agent,gather_evidence,COMPLETED,"Gathering requirements, code impact, history, comments and evidence",{},"{""requirements"": 10, ""defects"": 10, ""comments"": 8, ""evidence"": 5}","Searched 60 requirements across traceability, semantic and keyword channels and matched 10. Strongest match is REQ-1002 (Payment Validation Rules Engine) at 100% relevance. Parsed 18 modules (30 import edges) and resolved 3 changed module(s). Direct impact: CMP-003, CMP-004, CMP-005. 4 module(s) import the changed code, giving indirect impact on CMP-002, CMP-006, CMP-007, CMP-012. Searched 68 historical defects and found 10 related to this change (historical risk index 1.00). Recurring patterns: Missing validation (2 occurrences). Highest-risk components: CMP-005, CMP-004, CMP-007. Seeded the walk from Payment Service, Payment Validator, Currency Service. 6 component(s) depend on the change directly (API Gateway, Order Service, Refund Service, Invoice Service, Subscription Billing Service, Digital Wallet Service) and 7 indirectly (Frontend Portal, Loyalty Service, Chargeback Service, Mobile App Backend, Customer Support Portal, Gift Card Service, Returns Management Service). Dependency risk index 1.00 over a blast radius of 13 component(s). Collected 8 comment(s) and 5 evidence artefact(s) for ECR-2026-001. 1 explicit decision(s), 4 raised concern(s). Evidence outcomes: PASS x1, FAIL x1, APPROVED x2, CLOSED x1. 9 impacted requirement(s) have no evidence attached.",0.956,0.09,,2026-09-17T06:04:56.341377
WF-b58f8288c9b9,ECR-2026-001,Retrieval Agent,retrieval_agent,COMPLETED,Understanding the ECR and gathering its evidence,{},"{""sources"": {""requirements"": 10, ""defects"": 10, ""comments"": 8, ""evidence"": 5}, ""reasoned_by"": ""llm""}","Retrieved 10 requirements, 10 defects, 8 comments, 5 evidence for ECR-2026-001, searching with 10 LLM-planned term(s).",0.958,4.875,,2026-09-17T06:04:56.356690
WF-b58f8288c9b9,ECR-2026-001,Correlation Agent,assess_impact,COMPLETED,Scoring risk and identifying impacted components,{},"{""risk_score"": 83, ""risk_level"": ""CRITICAL""}","Risk score 83/100 (CRITICAL). Dependency Impact: 13 component(s) sit downstream of the change (dependency risk index 1.00). Historical Risk: 10 similar historical defect(s), 3 of them critical. Business Criticality: Most critical directly impacted component is rated CRITICAL; 10 linked requirement(s); strongest downstream exposure 0.85 after coupling discount.",0.9,0.002,,2026-09-17T06:04:56.377764
WF-b58f8288c9b9,ECR-2026-001,Correlation Agent,select_tests,COMPLETED,"Selecting regression tests, linking evidence and analysing related defects",{},"{""selected_tests"": 67, ""total_available"": 170, ""reduction_percentage"": 60.6, ""defects_analysed"": 10, ""defects_likely_to_return"": 7, ""contradictions"": 2, ""gaps"": 3, ""reasoned_by"": ""llm""}","Discovered 151 unique candidate test(s) out of 170 commerce test(s): 74 via requirement traceability, 151 via component coverage and 31 via semantic search. Scored 151 candidate(s) against the impact model and selected 67 test(s) out of a 170-test regression suite (60.6% reduction). Estimated execution 179 minutes versus 424 minutes for the full suite. Ordered 67 test(s): 9 P0, 24 P1, 34 P2, 0 P3. P0 and P1 complete in about 90 minutes, the whole selection in 179 minutes. Correlated 117 artefact(s) and 235 typed link(s) for ECR-2026-001 across 6 source(s). 8 artefact(s) are corroborated by more than one source. Analysed 10 related defect(s): 7 could come back with this change, 0 not covered by the recommended tests. The LLM review of the correlated bundle found 4 key link(s), 2 contradiction(s) and 3 gap(s).",0.932,8.626,,2026-09-17T06:05:05.020595
WF-b58f8288c9b9,ECR-2026-001,Correlation Agent,correlation_agent,COMPLETED,Assessing impact and selecting regression tests,{},"{""risk_score"": 83, ""risk_level"": ""CRITICAL"", ""selected_tests"": 67, ""contradictions"": 2, ""gaps"": 3, ""reasoned_by"": ""llm""}",Risk 83/100 (CRITICAL); selected 67 of 170 tests. LLM review found 2 contradiction(s) and 3 gap(s).,0.916,8.661,,2026-09-17T06:05:05.036867
WF-b58f8288c9b9,ECR-2026-001,Summarization Agent,summarize,COMPLETED,"Writing the answer, the defect summary and the report",{},"{""citations"": [""BUG-101"", ""BUG-118"", ""BUG-201"", ""BUG-221"", ""BUG-281"", ""BUG-332"", ""CMT-1001"", ""CMT-1003"", ""CMT-1004"", ""CMT-1008"", ""EV-3001"", ""EV-3002""]}","ECR-2026-001 (Multi-currency support in payment validation) is a backend change in the Payments domain, scored 83/100 (CRITICAL). It touches REQ-1002 (Payment Validation Rules Engine), REQ-1003 (Unsupported Currency Rejection), REQ-1004 (Multi Currency Payment Processing). History is relevant here: BUG-101 (Currency conversion failed for unsupported currencies), BUG-201 (Payment validation allowed invalid currency codes), BUG-332 (Refund service failed after payment validation change). Decisions already recorded: Decision: UNSUPPORTED_CURRENCY must be raised before funds are reserved, not after. Confirmed with treasury that no reservation may exist for a rejected currency. Open concern: BUG-201 was reopened twice because the fix only checked code length. Please add the ISO-4217 catalogue assertion to the regression pack, not just the merchant list check. To resolve: Design review and static scan passed, but two substantive concerns (latency hotpath, refund contract breaking) appear unaddressed in evidence. Recommended regression: 67 of 170 tests (60.6% reduction), 9 P0 and 24 P1. Evidence is missing for: REQ-1001, REQ-1002, REQ-1004, REQ-1005. Assembled 16 report sections with overall confidence 94% (HIGH CONFIDENCE).",0.944,7.25,,2026-09-17T06:05:12.308249
WF-b58f8288c9b9,ECR-2026-001,Summarization Agent,summarization_agent,COMPLETED,Answering the question and publishing the report,{},"{""citations"": [""BUG-101"", ""BUG-118"", ""BUG-201"", ""BUG-221"", ""BUG-281"", ""BUG-332"", ""CMT-1001"", ""CMT-1003"", ""CMT-1004"", ""CMT-1008"", ""EV-3001"", ""EV-3002""]}","ECR-2026-001 is a critical-risk change that adds multi-currency validation to payments by reading from Currency Service and rejecting unsupported currencies before funds reserve. You must run the nine P0 tests covering unsupported currency rejection (TC-1021, TC-1020, TC-1023, TC-1024), amount storage (TC-1030, TC-1028, TC-1032), and validation rules (TC-1014), plus all 24 P1 tests for downstream ",0.937,7.265,,2026-09-17T06:05:12.322969
WF-89341150c707,ECR-2026-023,Retrieval Agent,understand_ecr,COMPLETED,Understanding the ECR and planning the investigation,{},"{""change_type"": ""BACKEND_CHANGE"", ""investigations"": [""requirements"", ""code_impact"", ""historical_defects"", ""dependencies"", ""collaboration_retrieval""], ""skipped"": [], ""search_terms"": [""vat calculation"", ""vat rounding"", ""tax rounding per line"", ""tax rounding per invoice"", ""one-stop-shop"", ""oss threshold"", ""vat threshold"", ""eu vat rules"", ""invoice tax total"", ""line item tax""], ""reasoned_by"": ""llm""}","Classified as BACKEND_CHANGE (confidence 97%) from 2 signal groups. Extracted 12 technical keywords, 2 affected feature(s) and 2 risk indicator(s). The LLM planned the search with 10 term(s) (vat calculation, vat rounding, tax rounding per line, tax rounding per invoice) and flagged 5 behaviour(s) at risk. It asked for the dependency walk. Backend change with 2 risk indicator(s) detected. Gathering all evidence.",0.96,5.41,,2026-09-17T06:21:51.541646
WF-89341150c707,ECR-2026-023,Retrieval Agent,gather_evidence,COMPLETED,"Gathering requirements, code impact, history, comments and evidence",{},"{""requirements"": 10, ""defects"": 10, ""comments"": 2, ""evidence"": 2}","Searched 60 requirements across traceability, semantic and keyword channels and matched 10. Strongest match is REQ-1015 (Invoice Generation and Numbering) at 100% relevance. Parsed 18 modules (30 import edges) and resolved 1 changed module(s). Direct impact: CMP-012, CMP-025. 2 module(s) import the changed code, giving indirect impact on CMP-002, CMP-006. Searched 68 historical defects and found 10 related to this change. No recurring root-cause pattern emerged. Components with the most related defects: CMP-005, CMP-012, CMP-007. Seeded the walk from Invoice Service, Tax Calculation Service. 2 component(s) depend on the change directly (Order Service, Subscription Billing Service) and 4 indirectly (Frontend Portal, API Gateway, Loyalty Service, Mobile App Backend). The change reaches 6 component(s) in total. Collected 2 comment(s) and 2 evidence artefact(s) for ECR-2026-023. 0 explicit decision(s), 1 raised concern(s). Evidence outcomes: FAIL x1, CLOSED x1. 10 impacted requirement(s) have no evidence attached.",0.946,0.136,,2026-09-17T06:21:51.699096
WF-89341150c707,ECR-2026-023,Retrieval Agent,retrieval_agent,COMPLETED,Understanding the ECR and gathering its evidence,{},"{""sources"": {""requirements"": 10, ""defects"": 10, ""comments"": 2, ""evidence"": 2}, ""reasoned_by"": ""llm""}","Retrieved 10 requirements, 10 defects, 2 comments, 2 evidence for ECR-2026-023, searching with 10 LLM-planned term(s).",0.953,5.585,,2026-09-17T06:21:51.715071
WF-89341150c707,ECR-2026-023,Correlation Agent,assess_impact,COMPLETED,Identifying impacted components,{},"{""direct"": 2, ""indirect"": 6}","10 requirement(s) are in scope, led by REQ-1015 (Invoice Generation and Numbering). 2 component(s) change directly and 6 more are reached through dependencies. The most business-critical affected component is rated HIGH.",0.9,0.004,,2026-09-17T06:21:51.738641
WF-89341150c707,ECR-2026-023,Correlation Agent,select_tests,COMPLETED,"Selecting regression tests, linking evidence and analysing related defects",{},"{""selected_tests"": 10, ""total_available"": 170, ""reduction_percentage"": 94.1, ""defects_analysed"": 10, ""defects_likely_to_return"": 2, ""contradictions"": 1, ""gaps"": 4, ""reasoned_by"": ""llm""}","Discovered 94 unique candidate test(s) out of 170 commerce test(s): 53 via requirement traceability, 58 via component coverage and 4 via semantic search. Scored 94 candidate(s) against the impact model and selected 10 test(s) out of a 170-test regression suite (94.1% reduction). Estimated execution 28 minutes versus 424 minutes for the full suite. Ordered 10 test(s): 1 P0, 7 P1, 2 P2, 0 P3. P0 and P1 complete in about 20 minutes, the whole selection in 28 minutes. Correlated 43 artefact(s) and 73 typed link(s) for ECR-2026-023 across 6 source(s). 6 artefact(s) are corroborated by more than one source. Analysed 10 related defect(s): 2 could come back with this change, 0 not covered by the recommended tests. The LLM review of the correlated bundle found 4 key link(s), 1 contradiction(s) and 4 gap(s).",0.932,6.903,,2026-09-17T06:21:58.660019
WF-89341150c707,ECR-2026-023,Correlation Agent,correlation_agent,COMPLETED,Assessing impact and selecting regression tests,{},"{""direct_components"": 2, ""selected_tests"": 10, ""contradictions"": 1, ""gaps"": 4, ""reasoned_by"": ""llm""}",2 component(s) change directly; selected 10 of 170 tests. LLM review found 1 contradiction(s) and 4 gap(s).,0.916,6.95,,2026-09-17T06:21:58.684353
WF-89341150c707,ECR-2026-023,Summarization Agent,summarize,COMPLETED,"Writing the answer, the defect summary and the report",{},"{""citations"": [""BUG-101"", ""BUG-201"", ""BUG-214"", ""BUG-221"", ""BUG-332"", ""BUG-410"", ""CMT-1008"", ""EV-3004"", ""EV-5010"", ""REQ-1001"", ""REQ-1002"", ""REQ-1011""]}","ECR-2026-023 (Tax engine upgrade for EU VAT rules) is a backend change in the Finance domain. It changes 2 component(s) directly and reaches 6 more through dependencies. It touches REQ-1015 (Invoice Generation and Numbering), REQ-1030 (Jurisdiction Tax Calculation), REQ-1011 (Order Total Calculation with Taxes). History is relevant here: BUG-410 (Tax rounded per line instead of per invoice), BUG-214 (Invoice numbering gap after failed transaction), BUG-221 (Invoice amount formatted with wrong currency symbol). Open concern: BUG-201 was reopened twice because the fix only checked code length. Please add the ISO-4217 catalogue assertion to the regression pack, not just the merchant list check. To resolve: Critical test TC-1160 for REQ-1030 (VAT rounding) is failing; blocks ECR validation. Recommended regression: 10 of 170 tests (94.1% reduction), 1 P0 and 7 P1. Evidence is missing for: REQ-1001, REQ-1002, REQ-1005, REQ-1011. Assembled 15 report sections with overall confidence 93% (HIGH CONFIDENCE).",0.942,6.169,,2026-09-17T06:22:04.873010
WF-89341150c707,ECR-2026-023,Summarization Agent,summarization_agent,COMPLETED,Answering the question and publishing the report,{},"{""citations"": [""BUG-101"", ""BUG-201"", ""BUG-214"", ""BUG-221"", ""BUG-332"", ""BUG-410"", ""CMT-1008"", ""EV-3004"", ""EV-5010"", ""REQ-1001"", ""REQ-1002"", ""REQ-1011""]}","This change upgrades VAT rules for EU one-stop-shop thresholds and shifts VAT rounding from per-line to per-invoice level in the Invoice Service. The core risk is that the critical test TC-1160 for VAT rounding (REQ-1030) is currently failing in EV-5010, blocking validation of the primary requirement. You must fix and pass TC-1160 before proceeding. Run the full P0/P1 test suite: TC-1160 for VAT c",0.934,6.19,,2026-09-17T06:22:04.892143
WF-88a9e56e8d4d,ECR-1,Retrieval Agent,understand_ecr,COMPLETED,Understanding the ECR and planning the investigation,{},"{""change_type"": ""CONFIGURATION_CHANGE"", ""investigations"": [""requirements"", ""code_impact"", ""historical_defects"", ""dependencies"", ""collaboration_retrieval""], ""skipped"": [], ""search_terms"": [""departure test status"", ""depart test failed"", ""begin departure test prompt"", ""non-controlling state transition"", ""init key initialization"", ""test result persistence"", ""departure test reset"", ""brake interface toggle"", ""locomotive system state command"", ""test report display""], ""reasoned_by"": ""llm""}","Classified as CONFIGURATION_CHANGE (confidence 89%) from 1 signal groups. Extracted 12 technical keywords, 1 affected feature(s) and 0 risk indicator(s). The LLM planned the search with 10 term(s) (departure test status, depart test failed, begin departure test prompt, non-controlling state transition) and flagged 5 behaviour(s) at risk. It asked for the dependency walk. Configuration change with 0 risk indicator(s) detected. Gathering all evidence.",0.92,8.381,,2026-09-17T06:54:05.381565
WF-88a9e56e8d4d,ECR-1,Retrieval Agent,gather_evidence,COMPLETED,"Gathering requirements, code impact, history, comments and evidence",{},"{""requirements"": 10, ""defects"": 10, ""comments"": 0, ""evidence"": 3}","Searched 64 requirements across traceability, semantic and keyword channels and matched 10. Strongest match is L2R26 (Departure test result reporting) at 100% relevance. Parsed 18 modules (30 import edges) and resolved 0 changed module(s). Direct impact: none resolved. 0 module(s) import the changed code, giving indirect impact on no further components. The declared files are not present in the analysed repository, so components were resolved by path convention only. Searched 68 historical defects and found 10 related to this change. Recurring patterns: Timing budget (2 occurrences). Components with the most related defects: RCMP-002, RCMP-003, RCMP-004. Seeded the walk from Onboard Segment Core, Departure Test Module, Brake System Interface, Locomotive Interface Gateway, Crew Display HMI, Back Office Interface, Penalty Brake Enforcement, Onboard Health Monitor, Configuration Loader. 2 component(s) depend on the change directly (Track Database Manager, Wayside Messaging) and 1 indirectly (Position Determination System). The change reaches 3 component(s) in total. Collected 0 comment(s) and 3 evidence artefact(s) for ECR-1. 0 explicit decision(s), 0 raised concern(s). Evidence outcomes: PASS x2, CLOSED x1. 8 impacted requirement(s) have no evidence attached.",0.789,0.183,,2026-09-17T06:54:05.585723
WF-88a9e56e8d4d,ECR-1,Retrieval Agent,retrieval_agent,COMPLETED,Understanding the ECR and gathering its evidence,{},"{""sources"": {""requirements"": 10, ""defects"": 10, ""comments"": 0, ""evidence"": 3}, ""reasoned_by"": ""llm""}","Retrieved 10 requirements, 10 defects, 3 evidence for ECR-1, searching with 10 LLM-planned term(s).",0.855,8.605,,2026-09-17T06:54:05.604864
WF-88a9e56e8d4d,ECR-1,Correlation Agent,assess_impact,COMPLETED,Identifying impacted components,{},"{""direct"": 9, ""indirect"": 3}","10 requirement(s) are in scope, led by L2R26 (Departure test result reporting). 9 component(s) change directly and 3 more are reached through dependencies. The most business-critical affected component is rated CRITICAL.",0.9,0.003,,2026-09-17T06:54:05.629856
WF-88a9e56e8d4d,ECR-1,Correlation Agent,select_tests,COMPLETED,"Selecting regression tests, linking evidence and analysing related defects",{},"{""selected_tests"": 46, ""total_available"": 80, ""reduction_percentage"": 42.5, ""defects_analysed"": 10, ""defects_likely_to_return"": 5, ""contradictions"": 0, ""gaps"": 4, ""reasoned_by"": ""llm""}","Discovered 79 unique candidate test(s) out of 80 rail test(s): 48 via requirement traceability, 80 via component coverage and 32 via semantic search. Scored 79 candidate(s) against the impact model and selected 46 test(s) out of a 80-test regression suite (42.5% reduction). Estimated execution 218 minutes versus 388 minutes for the full suite. Ordered 46 test(s): 16 P0, 15 P1, 15 P2, 0 P3. P0 and P1 complete in about 154 minutes, the whole selection in 218 minutes. Correlated 82 artefact(s) and 178 typed link(s) for ECR-1 across 5 source(s). 3 artefact(s) are corroborated by more than one source. Analysed 10 related defect(s): 5 could come back with this change, 3 not covered by the recommended tests. The LLM review of the correlated bundle found 4 key link(s), 0 contradiction(s) and 4 gap(s).",0.92,6.413,,2026-09-17T06:54:12.057248
WF-88a9e56e8d4d,ECR-1,Correlation Agent,correlation_agent,COMPLETED,Assessing impact and selecting regression tests,{},"{""direct_components"": 9, ""selected_tests"": 46, ""contradictions"": 0, ""gaps"": 4, ""reasoned_by"": ""llm""}",9 component(s) change directly; selected 46 of 80 tests. LLM review found 0 contradiction(s) and 4 gap(s).,0.91,6.455,,2026-09-17T06:54:12.082338
WF-88a9e56e8d4d,ECR-1,Summarization Agent,summarize,COMPLETED,"Writing the answer, the defect summary and the report",{},"{""citations"": [""EV-4001"", ""EV-4010"", ""EV-4011"", ""L2R1234"", ""L2R1644"", ""L2R1866"", ""L2R26"", ""L2R26:TC1"", ""L2R26:TC2"", ""L2R35"", ""L2R35:TC1"", ""L2R35:TC2""]}","ECR-1 (Port Build 7 ECR -1 to Build 8: Depart test not perfomed well) is a configuration change in the Onboard domain. It changes 9 component(s) directly and reaches 3 more through dependencies. It touches L2R26 (Departure test result reporting), L2R35 (Departure test prompt handling on a state change), L2R1234 (Brake pipe pressure precondition for departure test). History is relevant here: PTC-4101 (Depart Test key missing while onboard is in CUT OUT state), PTC-4188 (Brake pipe pressure prompt shown with a valid feed valve status), PTC-4205 (Cut out switch transition annunciated late). Recommended regression: 46 of 80 tests (42.5% reduction), 16 P0 and 15 P1. Evidence is missing for: L2R05, L2R1644, L2R1866, L2R26. Assembled 15 report sections with overall confidence 88% (HIGH CONFIDENCE).",0.916,8.525,,2026-09-17T06:54:20.631292
WF-88a9e56e8d4d,ECR-1,Summarization Agent,summarization_agent,COMPLETED,Answering the question and publishing the report,{},"{""citations"": [""EV-4001"", ""EV-4010"", ""EV-4011"", ""L2R1234"", ""L2R1644"", ""L2R1866"", ""L2R26"", ""L2R26:TC1"", ""L2R26:TC2"", ""L2R35"", ""L2R35:TC1"", ""L2R35:TC2""]}","This change fixes a bug where the departure test shows as Failed even though no new test was performed after a previous pass. The core issue is that when a 1010 non-controlling command arrives during the Begin Departure Test prompt, the test result is incorrectly reported as Failed. You need to run L2R26:TC1, L2R26:TC2, and L2R35:TC1 which directly test this scenario—they cover the exact sequence ",0.882,8.542,,2026-09-17T06:54:20.648247
WF-86dd74fc75d5,ECR-2,Retrieval Agent,understand_ecr,COMPLETED,Understanding the ECR and planning the investigation,{},"{""change_type"": ""UI_CHANGE"", ""investigations"": [""requirements"", ""code_impact"", ""historical_defects"", ""dependencies"", ""collaboration_retrieval""], ""skipped"": [], ""search_terms"": [""horn state update"", ""horn key press"", ""brake horn interface screen"", ""horn active inactive"", ""horn field display"", ""flrt3 horn"", ""horn state not updating"", ""horn indication"", ""interface screen refresh"", ""horn control state change""], ""reasoned_by"": ""llm""}","Classified as UI_CHANGE (confidence 89%) from 1 signal groups. Extracted 12 technical keywords, 1 affected feature(s) and 0 risk indicator(s). The LLM planned the search with 10 term(s) (horn state update, horn key press, brake horn interface screen, horn active inactive) and flagged 5 behaviour(s) at risk. It asked for the dependency walk. UI change with 0 risk indicator(s) detected. Gathering all evidence.",0.92,32.915,,2026-09-17T07:00:15.907251
WF-86dd74fc75d5,ECR-2,Retrieval Agent,gather_evidence,COMPLETED,"Gathering requirements, code impact, history, comments and evidence",{},"{""requirements"": 10, ""defects"": 10, ""comments"": 1, ""evidence"": 3}","Searched 64 requirements across traceability, semantic and keyword channels and matched 10. Strongest match is L2R01 (Brake/Horn interface screen status fields) at 100% relevance. Parsed 18 modules (30 import edges) and resolved 0 changed module(s). Direct impact: none resolved. 0 module(s) import the changed code, giving indirect impact on no further components. The declared files are not present in the analysed repository, so components were resolved by path convention only. Searched 68 historical defects and found 10 related to this change. No recurring root-cause pattern emerged. Components with the most related defects: CMP-014, CMP-003, RCMP-002. Seeded the walk from Onboard Segment Core, Departure Test Module, Brake System Interface, Locomotive Interface Gateway, Crew Display HMI, Penalty Brake Enforcement, Onboard Health Monitor. 2 component(s) depend on the change directly (Wayside Messaging, Back Office Interface) and 2 indirectly (Track Database Manager, Position Determination System). The change reaches 4 component(s) in total. Collected 1 comment(s) and 3 evidence artefact(s) for ECR-2. 0 explicit decision(s), 0 raised concern(s). Evidence outcomes: PASS x2, CLOSED x1. 8 impacted requirement(s) have no evidence attached.",0.846,0.081,,2026-09-17T07:00:16.026871
WF-86dd74fc75d5,ECR-2,Retrieval Agent,retrieval_agent,COMPLETED,Understanding the ECR and gathering its evidence,{},"{""sources"": {""requirements"": 10, ""defects"": 10, ""comments"": 1, ""evidence"": 3}, ""reasoned_by"": ""llm""}","Retrieved 10 requirements, 10 defects, 1 comments, 3 evidence for ECR-2, searching with 10 LLM-planned term(s).",0.883,33.052,,2026-09-17T07:00:16.044033
WF-86dd74fc75d5,ECR-2,Correlation Agent,assess_impact,COMPLETED,Identifying impacted components,{},"{""direct"": 7, ""indirect"": 4}","10 requirement(s) are in scope, led by L2R01 (Brake/Horn interface screen status fields). 7 component(s) change directly and 4 more are reached through dependencies. The most business-critical affected component is rated CRITICAL.",0.9,0.007,,2026-09-17T07:00:16.071211
WF-86dd74fc75d5,ECR-2,Correlation Agent,select_tests,COMPLETED,"Selecting regression tests, linking evidence and analysing related defects",{},"{""selected_tests"": 46, ""total_available"": 80, ""reduction_percentage"": 42.5, ""defects_analysed"": 10, ""defects_likely_to_return"": 4, ""contradictions"": 0, ""gaps"": 4, ""reasoned_by"": ""llm""}","Discovered 79 unique candidate test(s) out of 80 rail test(s): 56 via requirement traceability, 80 via component coverage and 26 via semantic search. Scored 79 candidate(s) against the impact model and selected 46 test(s) out of a 80-test regression suite (42.5% reduction). Estimated execution 234 minutes versus 388 minutes for the full suite. Ordered 46 test(s): 7 P0, 20 P1, 19 P2, 0 P3. P0 and P1 complete in about 149 minutes, the whole selection in 234 minutes. Correlated 82 artefact(s) and 167 typed link(s) for ECR-2 across 6 source(s). 4 artefact(s) are corroborated by more than one source. Analysed 10 related defect(s): 4 could come back with this change, 0 not covered by the recommended tests. The LLM review of the correlated bundle found 4 key link(s), 0 contradiction(s) and 4 gap(s).",0.932,7.244,,2026-09-17T07:00:23.329420
WF-86dd74fc75d5,ECR-2,Correlation Agent,correlation_agent,COMPLETED,Assessing impact and selecting regression tests,{},"{""direct_components"": 7, ""selected_tests"": 46, ""contradictions"": 0, ""gaps"": 4, ""reasoned_by"": ""llm""}",7 component(s) change directly; selected 46 of 80 tests. LLM review found 0 contradiction(s) and 4 gap(s).,0.916,7.298,,2026-09-17T07:00:23.362426
